timestamp,name,class,level,fcr,teleportTime,killTime,dollQuit,soulQuit
2023-08-28T23:45:47.856Z,sighberthree,Sorceress,95,139,9812,,,1
2023-08-28T23:49:29.282Z,sighberthree,Sorceress,95,139,18828,,,
2023-08-28T23:56:43.630Z,sighberthree,Sorceress,95,139,9218,,1,
2023-08-29T00:00:25.214Z,sighberthree,Sorceress,95,139,7188,,,1
2023-08-29T00:04:07.119Z,sighberthree,Sorceress,95,139,8922,,,
2023-08-29T00:19:15.962Z,sighberthree,Sorceress,95,139,7890,,1,
2023-08-29T00:22:56.836Z,sighberthree,Sorceress,95,139,7907,,,
2023-08-29T00:27:58.611Z,sighberthree,Sorceress,95,139,8156,,,
2023-08-29T00:34:17.377Z,sighberthree,Sorceress,95,139,10094,,,1
2023-08-29T00:37:53.833Z,sighberthree,Sorceress,95,139,10094,,,1
2023-08-29T00:41:30.173Z,sighberthree,Sorceress,95,139,9828,,,1
2023-08-29T00:45:06.513Z,sighberthree,Sorceress,95,139,11218,,,1
2023-08-29T00:48:42.827Z,sighberthree,Sorceress,95,139,9344,,,1
2023-08-29T01:00:09.917Z,sighberthree,Sorceress,95,139,7422,,1,
2023-08-29T01:03:46.567Z,sighberthree,Sorceress,95,139,10687,,1,
2023-08-29T01:07:19.819Z,sighberthree,Sorceress,95,139,10156,,,
2023-08-29T01:12:49.771Z,sighberthree,Sorceress,95,139,8516,,,
2023-08-29T01:17:12.627Z,sighberthree,Sorceress,95,139,7593,,,
2023-08-29T01:23:43.825Z,sighberthree,Sorceress,95,139,9531,,,
2023-08-29T01:31:02.784Z,sighberthree,Sorceress,95,139,9109,,,
2023-08-29T01:37:04.282Z,sighberthree,Sorceress,95,139,8125,,,
2023-08-29T01:40:39.657Z,sighberthree,Sorceress,95,139,9563,,,
2023-08-29T01:45:50.663Z,sighberthree,Sorceress,95,139,8203,,,
2023-08-29T01:51:01.515Z,sighberthree,Sorceress,95,139,9750,,1,
